sequence_number	US	source_a	source_c	source_b	source_d	source_e	source_m	source_o	source_h	source_r	source_s	source_t	source_u	source_p	source_x	source_w	Freq	last_update_days_ago	1st_update_days_ago	Web order	Gender=male	Address_is_res	Purchase	Spending
786	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2828	2828	0	1	0	1	129.5
787	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1043	2733	0	1	0	1	335
788	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2080	2101	1	1	0	1	129.56
789	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3747	3747	1	0	0	0	0
790	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3746	3746	1	0	0	0	0
791	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	744	744	0	1	0	0	0
792	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2656	2849	0	1	0	1	84.57
793	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1154	1154	1	1	1	1	43.5
794	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2815	2815	0	0	0	0	0.07
795	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1758	1759	0	0	1	0	0.06
796	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3159	3159	0	0	0	0	0
797	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3423	3423	0	1	0	0	0
798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1319	1319	1	1	0	0	0
799	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	3374	3549	0	1	1	1	163.36
800	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	744	770	0	1	1	0	0.06
801	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1710	1750	1	1	1	0	0.06
802	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	539	2544	1	1	0	1	131
803	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2333	2333	0	1	0	1	160.5
804	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2626	2626	1	1	0	1	24.5
805	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2375	2375	1	1	0	1	144.5
806	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2779	2779	1	1	0	0	0
807	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2887	3125	0	1	1	1	159
808	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	834	868	1	1	1	0	0.06
809	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2796	2796	0	0	0	0	0.07
810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1464	1466	0	1	0	0	0
811	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3369	3369	1	0	0	0	0
812	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2590	2590	1	1	0	1	162.5
813	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	905	905	0	1	0	1	80.5
814	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1379	1392	1	0	1	0	0.06
815	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3394	3394	0	0	0	0	0
816	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2571	2702	0	0	0	1	174.07
817	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	841	1099	0	0	1	0	0.06
818	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3401	3401	1	0	0	0	0
819	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3502	3502	0	1	0	0	0.07
820	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2417	2417	1	1	0	1	270.4
821	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3158	3158	0	1	0	1	33.62
822	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2387	2387	0	1	1	0	0.07
823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	155	155	0	1	0	1	164
824	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3507	3507	0	1	0	0	0
825	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3746	3746	0	1	0	0	0
826	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	807	2758	1	0	0	1	113.5
827	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1890	1890	0	0	0	0	0
828	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3251	3251	1	1	0	1	15
829	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3269	3269	0	1	0	1	31.48
830	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	218	2278	1	0	0	1	580.5
831	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	930	930	0	1	1	0	0
832	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	890	890	1	1	0	0	0.07
833	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1710	1750	1	1	1	0	0.06
834	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2786	2786	0	1	0	0	0
835	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11	918	3479	0	1	0	1	1441
836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	920	920	1	1	0	0	0
837	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1240	2758	0	1	0	1	231.5
838	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3694	3694	0	1	0	0	0
839	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4005	4127	0	1	0	1	140.9
840	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1618	1654	1	0	1	1	39.56
841	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1882	1932	0	0	1	0	0.06
842	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1646	1715	0	1	1	0	0.06
843	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	3573	4036	0	0	0	1	439.66
844	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1962	1968	0	0	1	0	0.13
845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1589	1589	1	0	0	0	0
846	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1277	1277	1	0	0	1	163.5
847	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3852	3852	0	1	0	0	0
848	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3024	3024	0	0	0	0	0.07
849	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3107	3107	0	0	0	0	0
850	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3944	3944	1	1	0	1	49
851	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	801	1865	1	1	0	1	253.07
852	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1759	1879	1	1	1	1	129.56
853	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2999	2999	1	1	0	1	159.5
854	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1794	3101	1	1	0	1	525
855	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2975	2984	0	0	0	1	159.57
856	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	610	2402	0	0	1	1	316.56
857	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3446	3446	0	1	0	0	0.07
858	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	862	862	0	1	0	0	0
859	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3397	3397	1	0	0	0	0.07
860	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	869	869	0	1	0	0	0
861	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1261	1261	1	0	1	0	0
862	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1752	3013	0	1	0	1	159.5
863	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3822	3822	1	0	0	1	64.95
864	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3047	3047	1	1	1	0	0.07
865	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	744	833	0	1	1	0	0.06
866	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1827	1827	1	1	0	0	0
867	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	3536	3541	0	1	0	1	127.77
868	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1121	2016	1	1	0	1	247.25
869	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3852	3852	1	1	0	1	127.9
870	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	608	608	0	1	0	0	0.07
871	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2018	2047	0	1	0	1	160.57
872	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2744	2744	0	0	0	0	0
873	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1240	2404	1	1	0	1	53.57
874	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	834	855	0	0	1	0	0.06
875	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2438	3768	1	0	1	1	227.24
876	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2487	2487	0	0	0	0	0.07
877	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2117	2117	0	1	0	1	160.5
878	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2138	2138	1	0	1	0	0.06
879	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3522	3522	0	0	0	0	0
880	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2009	2059	0	1	0	1	229.55
881	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3694	3694	0	1	0	0	0
882	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2418	2436	0	0	0	1	262.57
883	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1095	3746	1	0	1	0	0.06
884	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3747	3747	0	1	0	0	0
885	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3158	3158	0	0	0	0	0
886	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	162	162	0	0	0	0	0
887	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1780	1792	1	0	1	1	129.56
888	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	2893	3251	0	1	0	1	159.57
889	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3680	3680	1	0	0	0	0
890	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1646	1710	0	0	1	0	0.06
891	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2901	2901	0	0	0	0	0
892	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2863	2863	0	1	1	0	0.07
893	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	332	2052	1	1	0	1	409.62
894	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1465	2138	0	0	0	1	228.43
895	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	822	3019	0	0	0	1	420.5
896	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	216	651	1	0	0	1	43
897	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	834	869	1	0	1	0	0.06
898	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2544	2544	1	0	0	1	129.5
899	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2912	2913	1	1	0	1	95.76
900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	17	17	0	1	0	0	0.06
901	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1752	1774	1	0	1	0	0.06
902	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2508	2508	0	0	0	1	9
903	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	868	868	1	1	0	0	0
904	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2900	2900	1	0	0	0	0
905	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	1030	3269	1	0	0	1	819.07
906	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3578	3746	1	0	1	1	130
907	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	891	891	1	1	0	1	163
908	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2968	2968	1	1	0	0	0
909	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2962	3250	0	0	0	1	68
910	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2728	2728	0	0	0	0	0
911	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1232	1232	0	1	0	0	0
912	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3171	3171	0	1	0	1	259.69
913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1107	1107	0	0	0	0	0
914	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3454	3454	0	0	0	0	0.07
915	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2527	3758	0	0	0	1	9.61
916	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3201	3311	0	0	0	0	0.07
917	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3822	3822	0	1	0	1	127.9
918	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1794	2648	1	1	0	1	107.07
919	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	281	4005	1	0	0	1	1443
920	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3944	3944	1	1	0	0	0
921	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2742	2742	0	0	0	0	0
922	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3641	3641	0	1	0	0	0.07
923	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	2814	2921	0	0	0	1	162.1
924	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2107	2107	1	0	0	1	129.5
925	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3425	3425	1	1	0	0	0.07
926	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1218	1218	1	1	0	1	43.5
927	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	400	2998	1	1	0	1	522
928	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3746	3746	0	0	0	0	0
929	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2842	3883	1	0	0	1	1393
930	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	486	1849	0	1	1	1	265.56
931	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	3445	3458	0	0	0	0	0.07
932	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3680	3680	0	0	0	0	0
933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1190	1190	0	1	0	1	205
934	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1011	2492	0	1	1	1	470.51
935	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	55	55	0	0	0	0	0
936	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3747	3747	0	0	0	0	0
937	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2053	2053	0	0	0	1	345
938	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2765	2765	0	0	0	0	0
939	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3354	3354	1	1	0	0	0
940	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4036	4036	0	0	0	0	0
941	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3356	3405	0	1	0	0	0.07
942	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3249	3249	0	1	0	0	0.07
943	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3522	3522	1	1	0	0	0
944	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2742	2742	0	0	0	0	0
945	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3678	3678	1	1	0	0	0.07
946	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2530	2625	0	0	0	1	135.5
947	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2900	2900	0	1	0	0	0
948	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4096	4096	0	0	1	1	97.48
949	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1638	1638	1	1	0	1	29.5
950	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	2962	3230	1	0	0	1	162.17
951	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3339	3339	0	1	0	0	0
952	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4096	4096	1	0	0	1	128
953	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3237	3237	0	0	0	0	0
954	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1288	1288	1	0	1	1	29.5
955	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	1502	3066	0	0	1	1	347.06
956	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3206	3206	0	1	0	0	0
957	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3548	3548	1	1	0	0	0.08
958	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2072	2100	0	1	0	1	104.55
959	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	91	1472	1	0	0	1	1370
960	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2533	2533	1	1	0	1	9
961	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3680	3680	0	1	0	0	0
962	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2284	3822	1	0	0	1	270.85
963	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2735	2735	0	1	0	0	0
964	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2799	2848	1	0	0	1	103.57
965	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	744	4065	0	1	1	1	128.06
966	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3791	3791	0	1	0	0	0.07
967	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	216	216	1	0	0	1	7.87
968	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1556	1556	1	1	0	1	46
969	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2404	2404	0	0	0	1	113.5
970	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2143	2179	0	1	1	0	0.13
971	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2100	2100	0	0	0	0	0.05
972	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2382	2382	0	1	0	0	0
973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	659	659	1	1	0	1	58
974	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2849	2849	1	1	0	0	0.07
975	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	871	3746	0	1	0	1	495.5
976	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2677	2677	0	1	0	0	0
977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1137	1323	0	1	0	1	292
978	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1752	1774	0	0	1	0	0.06
979	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3222	3222	0	0	0	1	33
980	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	220	2892	0	0	0	1	1227
981	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	701	2022	1	1	0	1	290.45
982	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2487	2487	1	1	0	0	0.07
983	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	3791	3791	0	1	1	1	97.86
984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	427	427	0	1	0	1	55.95
985	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3394	3394	0	1	0	0	0
986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	919	919	0	1	0	0	0
987	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	715	3914	1	1	1	1	129.01
988	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3746	3746	0	1	0	0	0
989	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	3521	3669	1	1	0	1	331.06
990	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3278	3278	0	0	0	0	0.07
991	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3746	3746	1	1	0	0	0
992	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3229	3229	1	1	0	1	278.95
993	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2648	2648	0	0	0	1	46
994	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	868	868	1	0	0	1	43
995	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3684	3684	0	1	0	0	0.07
996	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	442	2040	1	0	0	1	350.05
997	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2768	2768	0	1	0	0	0
998	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	1130	3459	1	0	1	1	559.11
999	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2828	2828	1	1	0	1	99.5
1000	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3522	3522	0	0	0	0	0
1001	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3403	3403	1	1	0	0	0
1002	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3242	3242	0	0	0	0	0.07
1003	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2200	2256	0	1	1	1	160.57
1004	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3024	3024	0	1	0	0	0.07
1005	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1010	1010	1	0	0	0	0.07
1006	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1242	2107	0	0	1	1	164.99
1007	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	834	855	0	0	1	0	0.06
1008	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	469	2499	0	0	0	1	338
1009	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2016	2016	0	1	0	1	53.5
1010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1379	1438	0	1	0	1	142.5
1011	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2361	3199	1	1	1	0	0.14
1012	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	427	427	0	1	0	0	0.06
1013	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2773	2773	1	1	0	0	0
1014	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	791	791	1	1	0	1	68
1015	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3433	3433	0	1	0	0	0.07
1016	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3548	3548	0	0	0	0	0.08
1017	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1801	1823	1	1	1	0	0.06
1018	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1710	1743	0	1	1	1	310.56
1019	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	198	198	0	0	0	0	0.07
1020	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1879	2725	0	1	1	1	164.06
1021	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2438	2478	1	1	0	1	103.5
1022	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2024	2024	1	1	0	0	0
1023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1095	1095	0	1	1	0	0.06
1024	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1836	1836	1	1	0	1	129.5
1025	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	549	701	0	0	0	1	215
1026	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2052	2457	1	0	0	1	354.57
1027	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3706	3706	0	1	0	1	228.07
1028	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3360	3360	1	0	0	1	128
1029	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	2240	3536	0	1	1	1	189.44
1030	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2802	2802	0	0	0	0	0
1031	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1577	1577	0	1	0	0	0
1032	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1052	1052	1	1	0	1	39.5
1033	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1122	2681	0	0	1	1	425.06
1034	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3680	3680	1	1	0	0	0
1035	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	534	2400	0	0	0	1	361
1036	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	1	109
1037	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	492	1373	0	1	0	1	43
1038	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2285	2285	1	0	0	0	0.07
1039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2781	2781	0	1	0	0	0
1040	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	472	2102	1	1	0	1	228.5
1041	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2768	2768	0	1	0	0	0
1042	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2464	3944	1	1	0	1	86.48
1043	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3403	3403	0	1	0	0	0
1044	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2977	2977	1	1	0	1	159.5
1045	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	469	792	1	1	0	1	377
1046	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3566	3566	1	1	0	1	228.5
